State,Branch,Type,Election_Date,Party,Candidate,Win,Votes,Incumbent,Handle,Bio,Following,Followers,Bio_Length,bio_polarity,bio_subjectivity,bio_profanity,num_tweets,mean_tweet_length,mean_unique_words,mean_pct_unique,mean_tweet_polarity,std_tweet_polarity,mean_tweet_subjectivity,std_tweet_subjectivity,mean_tweet_profanity,std_tweet_profanity,polarity_coef,subjectivity_coef,profanity_coef,unique_coef,length_coef,pct_unique_coef
Idaho,Senate,Primary,5/17/2022,D,David Roth,W,19160,0,rothforIdaho,Dad x2 Openly Gay Senate Nominee 2022 Running red Idaho NO state lost cause,18755,28045,18,0.208333333,0.291666667,0.381364951,200,29.27,26.005,0.88845234,0.242269615,0.302710023,0.451084725,0.282979308,0.04396706,0.050464507,-0.000815942,-0.001261005,0.000104613,-0.038770719,-0.045391135,0.000121477
Idaho,Senate,Primary,5/17/2022,R,Mike Crapo,W,177906,1,MikeCrapo,States Senator great state Idaho,772,127732,8,0.8,0.75,0.044463246,733,33.02455662,29.30968622,0.887511877,0.111124406,0.220581091,0.377406806,0.263923502,0.035580556,0.041065343,9.71E-06,-7.13E-06,1.20E-05,0.001901897,0.002063631,-1.00E-05
Idaho,Senate,Primary,5/17/2022,R,Natalie Fleming,L,16902,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,Senate,Primary,5/17/2022,R,Ramont Turnbull,L,20833,0,RamontTurnbull,Ramont Turnbull I running Republican office Senator representing great state Idaho,17,4,21,0.8,0.75,0.038948439,34,32.70588235,28.23529412,0.863309353,0.207069646,0.26095701,0.32885727,0.260804435,0.027370125,0.024515227,-0.004643361,-0.000868767,-0.000121253,0.011000764,0.001222307,0.00071039
Idaho,Senate,Primary,5/17/2022,R,Scott Trotter,L,27699,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,Senate,General,11/8/2022,R,Kathy Salvi,L,1655282,0,salviforsenate,running Senate bring back faith government restore public trust reinstate civility public service,226,1359,20,0,0.044444444,0.010092776,584,30.61815068,27.29452055,0.891449024,0.127165369,0.299055108,0.358565317,0.284767929,0.036596359,0.049930198,0.00022895,-3.49E-05,-9.63E-06,-0.007455412,-0.009853802,4.82E-05
Illinois,Senate,General,11/8/2022,D,Tammy Duckworth,W,2174695,1,SenDuckworth,Twitter account Senator Tammy Duckworth For information visit,7331,747443,10,0,0,0.168605735,993,36.97482377,32.79355488,0.886915786,0.154077447,0.267189628,0.437295586,0.265121071,0.055095155,0.086429043,4.43E-05,8.05E-06,-1.07E-06,-0.000946033,-0.000618466,-9.54E-06
Illinois,Senate,Primary,6/28/2022,R,Anthony Williams,L,50537,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,Senate,Primary,6/28/2022,R,Bobby Piton,L,63317,0,SUSPENDED,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,Senate,Primary,6/28/2022,R,Casey Chlebek,L,72864,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,Senate,Primary,6/28/2022,R,Jimmy Lee Tillman II,L,34951,0,tillman_ii,Candidate US 01 Christian Conservative MLKRepublicans Urban Political Strategist RLI Fellow Sentinel Son Dad Grandpa MAGA BlackRepublican,62,77,17,0,0.033333333,0.014746363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,Senate,Primary,6/28/2022,R,Kathy Salvi,W,207982,0,salviforsenate,running Senate bring back faith government restore public trust reinstate civility public service,226,1359,20,0,0.044444444,0.010092776,147,27.54421769,24.75510204,0.89874043,0.183687211,0.287032021,0.331391252,0.296410065,0.034090784,0.039361431,-0.00080426,-0.000374807,-0.000105701,0.084337622,0.107669873,-0.000492519
Illinois,Senate,Primary,6/28/2022,R,Matthew Dubiel,L,87466,0,MattOnAir,Reason wckgchicago 1530WCKG Illinois America,360,3653,7,0,0,0.02124555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,Senate,Primary,6/28/2022,R,Peggy Hubbard,L,169855,0,PeggyHubbardIL,Former Police Officer Freedom lover Harley enthusiast Republican candidate US Senate Illinois DickDurbin PeggyForIlinois twill,496,5762,19,0,0,0.092582936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,Senate,General,11/8/2022,D,Thomas McDermott Jr.,L,680831,0,tommcdermottjr,Judge Marissa Father 4 Amazing US Navy Subs US Navy ND Go Cubs PNW 96 ND Law Podcast Host LOCPOD,4821,10802,22,0.6,0.9,0.00875634,437,37.88329519,33.27231121,0.878284506,0.118937449,0.265008274,0.429665066,0.264163645,0.049398018,0.106402735,9.39E-05,0.000251939,-1.42E-05,0.004654739,0.005609096,-1.90E-05
Indiana,Senate,General,11/8/2022,R,Todd C. Young,W,1063742,1,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Senate,General,11/8/2022,R,Chuck Grassley,W,672242,1,ChuckGrassley,Senator Family farmer Lifetime resident New Hartford IA Also follow GrassleyPress news information,12544,807650,16,0.136363636,0.454545455,0.035000019,1416,31.36299435,28.41384181,0.905967125,0.075900606,0.246628951,0.323141952,0.284533509,0.05329075,0.064045273,-1.76E-05,-8.20E-06,-1.37E-06,0.000695475,0.000832717,-7.00E-07
Iowa,Senate,General,11/8/2022,D,Michael Franken,L,519094,0,FrankenforIowa,military officer Senate candidate rural NW Iowa,1553,49572,8,-0.05,0.05,0.082474715,1524,25.74868766,23.10629921,0.897377743,0.13696857,0.277584244,0.344520499,0.30616706,0.05097759,0.068719661,-3.14E-05,3.21E-05,-5.98E-06,0.001828689,0.002506167,-1.75E-05
Iowa,Senate,Primary,5/17/2022,D,Abby Finkenauer,L,62358,0,Abby4Iowa,Congresswoman Iowa State Representative Building dreams life danwasta personal official follow stateyouth,671,54113,15,0,0.3,0.043760148,863,36.83082271,32.2363847,0.875255624,0.16177495,0.289641155,0.407405815,0.278001437,0.064679616,0.087533712,0.000184354,0.00013776,-1.98E-05,-0.002782274,-0.004159837,3.03E-05
Iowa,Senate,Primary,5/17/2022,R,Chuck Grassley,W,139451,1,ChuckGrassley,Senator Family farmer Lifetime resident New Hartford IA Also follow GrassleyPress news information,12544,807650,16,0.136363636,0.454545455,0.035000019,1292,31.4876161,28.53173375,0.906125559,0.079156,0.242046463,0.330927158,0.284705081,0.052332136,0.062461563,3.36E-05,3.16E-05,5.28E-06,0.001631421,0.001956968,-4.26E-06
Iowa,Senate,Primary,5/17/2022,D,Glenn Hurst,L,7538,0,DrGlennHurst,US Senate Iowa Rural Doctor Minden City Council Member Rural Caucus Chair IowaDemocrats,1220,1879,15,0,0,0.068975046,339,30.3539823,27.25368732,0.897862002,0.136382129,0.263111528,0.378614732,0.299620234,0.045722299,0.060040975,1.84E-05,5.03E-06,-2.63E-06,-0.004202385,-0.004942261,3.08E-05
Iowa,Senate,Primary,5/17/2022,R,Jim Carlin,L,50166,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,Senate,Primary,5/17/2022,D,Michael Franken,W,85984,0,FrankenforIowa,military officer Senate candidate rural NW Iowa,1553,49572,8,-0.05,0.05,0.082474715,1038,25.5761079,22.9894027,0.898862438,0.093648557,0.257548527,0.35067845,0.297387063,0.057285816,0.093337895,-0.00010918,-2.74E-05,3.64E-05,-0.007346847,-0.009067518,3.49E-05
Kansas,Senate,General,11/8/2022,R,Jerry Moran,W,587380,1,JerryMoran,account Senator Jerry Moran Honored represent Kansans Senate,3064,118586,12,0,0,0.021558828,476,36.63235294,31.85504202,0.869587659,0.154695408,0.257985469,0.4073168,0.279757552,0.03982189,0.048441187,0.000148753,-2.78E-05,-8.53E-06,-0.002885293,-0.002909215,-7.88E-07
Kansas,Senate,General,11/8/2022,D,Mark R. Holland,L,355427,0,MarkHollandKCK,Democrat Candidate US Senate Methodist Pastor Former Unified Government Wyandotte City Kansas,590,2981,17,0,0,0.023571581,18,16.88888889,15.55555556,0.921052632,0.224178825,0.375690419,0.430558361,0.344783105,0.06702393,0.08140947,-0.018220457,0.00029516,-0.003392455,0.332301342,0.421052632,-0.002766635
Kansas,Senate,Primary,8/2/2022,R,Jerry Moran,W,114688,1,JerryMoran,account Senator Jerry Moran Honored represent Kansans Senate,3064,118586,12,0,0,0.021558828,526,36.47338403,31.74144487,0.870263227,0.140907114,0.255790942,0.398861538,0.278937695,0.04026175,0.048405194,-3.42E-05,-4.49E-05,-1.51E-05,-0.004442433,-0.004631795,-1.76E-05
Kansas,Senate,Primary,8/2/2022,R,Joan Farr,L,28204,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Senate,Primary,8/2/2022,D,Mark R. Holland,W,96666,0,MarkHollandKCK,Democrat Candidate US Senate Methodist Pastor Former Unified Government Wyandotte City Kansas,590,2981,17,0,0,0.023571581,18,16.88888889,15.55555556,0.921052632,0.224178825,0.375690419,0.430558361,0.344783105,0.06702393,0.08140947,-0.018220457,0.00029516,-0.003392455,0.332301342,0.421052632,-0.002766635
Kansas,Senate,Primary,8/2/2022,D,Michael Soetaert,L,9041,0,SoetaertMichael,Soetaert 2024 Congressional Candidate United States House KS02 2026 Candidate United States Senate https,44,6335,17,0,0,0.030927195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Senate,Primary,8/2/2022,D,Mike Andra,L,31856,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Senate,Primary,8/2/2022,D,Patrick Wiesner,L,45006,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,Senate,Primary,8/2/2022,D,Paul Buskirk,L,51371,0,PaulBuskirk,past 37 years I served educator helping young people make transition high school college graduation,79,113,24,0.003333333,0.396666667,0.056299429,31,35.19354839,30.38709677,0.863428047,0.178622632,0.200249486,0.310372077,0.279602161,0.04098272,0.052680542,-0.000847862,-0.000614973,0.001276421,0.302419355,0.309274194,0.001534873
Kansas,Senate,Primary,8/2/2022,D,Robert Klingenberg,L,20153,0,RobertforKansas,Working Class Man Kansas leftist progressive democrat wecanwin workingclass union dsa opposition moderation,1311,515,15,-0.05,0.6,0.06448158,351,26.63817664,23.36182336,0.877005347,0.140979024,0.26466818,0.3924802,0.290646807,0.067948503,0.121385626,-0.00017813,-0.000125489,-0.000137631,0.006072539,0.004224387,2.28E-05
Kentucky,Senate,General,11/8/2022,D,Charles Booker,L,562928,0,Booker4KY,Father Son Founder HoodtotheHoller Former State First Black Kentuckian nominated US Senate The movement continues,2058,438353,17,0.027777778,0.255555556,0.016810129,2025,29.83950617,26.44839506,0.886354986,0.148414134,0.283659086,0.379838812,0.293887718,0.066619989,0.100279201,-2.20E-05,2.92E-05,7.12E-06,-0.000477012,-3.45E-05,-9.24E-06
Kentucky,Senate,General,11/8/2022,D,Charles Booker,W,214245,0,Booker4KY,Father Son Founder HoodtotheHoller Former State First Black Kentuckian nominated US Senate The movement continues,2058,438353,17,0.027777778,0.255555556,0.016810129,2025,29.83950617,26.44839506,0.886354986,0.148414134,0.283659086,0.379838812,0.293887718,0.066619989,0.100279201,-2.20E-05,2.92E-05,7.12E-06,-0.000477012,-3.45E-05,-9.24E-06
Kentucky,Senate,General,11/8/2022,D,John Merrill,L,28931,0,JohnHMerrill,People Alabama 53rd Secretary State,1121,8991,10,0,0,0.007998206,940,42.10744681,36.18829787,0.859427503,0.303442931,0.239484431,0.498236702,0.244698671,0.025285122,0.033629787,2.35E-05,-3.71E-06,-3.40E-06,8.51E-05,0.000297687,-1.63E-06
Kentucky,Senate,General,11/8/2022,D,Joshua Blanton Sr.,L,30980,0,JoshuaBlantonSr,I decided run Mitch McConnell 2026 Kentucky Senate seat My campaign slogan MAKE MITCH MY BITCH LOL,4787,4060,24,0.8,0.7,0.845058262,14610,13.32607803,11.83843363,0.888365925,0.243279901,0.380003332,0.509990147,0.356112906,0.177124634,0.271150805,-4.71E-06,-4.68E-06,-1.10E-05,0.000088,0.000096,-4.22E-07
Kentucky,Senate,General,11/8/2022,R,Rand Paul,W,910397,1,RandPaul,Senator Kentucky I fight Constitution individual liberty freedoms make country great,586,4372985,18,0.4,0.575,0.217378507,836,24.41985646,22.0645933,0.90355131,0.131434677,0.299833591,0.381161775,0.323950212,0.058199584,0.100927188,-0.000157539,-5.43E-05,2.71E-05,0.001842,0.001795,-2.11E-06
Kentucky,Senate,General,11/8/2022,D,Ruth Gao,L,18154,0,ruthgao4ky,2022 Democratic US Senate KY Race Kentuckian Average Citizen Cat Mom Common Ground Common Wealth,2766,10242,18,-0.25,0.466666667,0.056173734,307,24.24104235,21.13029316,0.871674281,0.178428691,0.263355156,0.38771974,0.319654464,0.044937286,0.061097103,-0.000157221,-0.000293593,-5.89E-05,-0.049936,-0.061623,0.000219296
Kentucky,Senate,Primary,5/17/2022,R,Arnold Blankenship,L,10092,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Senate,Primary,5/17/2022,R,John Schiess,L,5538,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Senate,Primary,5/17/2022,R,Paul Hamilton,L,13473,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Senate,Primary,5/17/2022,R,Rand Paul,W,333051,1,RandPaul,Senator Kentucky I fight Constitution individual liberty freedoms make country great,586,4372985,18,0.4,0.575,0.217378507,743,24.20995962,21.99327052,0.908438959,0.09588173,0.275356497,0.361273553,0.319278665,0.065498269,0.110201486,-5.27E-05,-2.91E-05,-2.06E-05,0.001215,0.001374,7.32E-06
Kentucky,Senate,Primary,5/17/2022,R,Tami Stainfield,L,9526,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,Senate,Primary,5/17/2022,R,Val Fredrick,L,14018,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Senate,Primary,11/8/2022,R,Devin Lance Graham,L,24785,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,Senate,Primary,11/8/2022,D,Gary Chambers,L,235077,0,GaryChambersJr,Dad Former Candidate Senate Booking email bookgcj ChangeAgent Bigger Than Me Founder,914,138381,14,0,0.25,0.050603829,715,36.96363636,31.67132867,0.856823943,0.09783218,0.257697191,0.356154148,0.257445431,0.075281706,0.115343817,0.000115925,0.000157069,2.65E-05,0.001579,0.002253,-2.02E-05
Louisiana,Senate,Primary,11/8/2022,R,John Neely Kennedy,W,822298,1,SenJohnKennedy,account Senator John Kennedy https,1299,547131,7,0,0,0.031635514,750,28.872,26.19733333,0.907361226,0.062509178,0.287122203,0.338371766,0.295261077,0.062298627,0.085178269,0.000123245,4.40E-05,2.14E-07,-0.000798,-0.000826,-1.62E-06
Louisiana,Senate,Primary,11/8/2022,D,Luke Mixon,L,170006,0,LukeMixonLA,Sam Charlie husband Renee veteran fighter pilot D candidate Senate John Kennedy LA Chip https,167,89223,22,0,0,0.020840867,1294,31.8423493,28.24806801,0.88712261,0.12717022,0.295854572,0.424435171,0.304827669,0.038088529,0.058543417,2.65E-07,-3.04E-05,-5.29E-06,-0.000106,0.000449,-1.10E-05
Louisiana,Senate,Primary,11/8/2022,D,Syrita Steib,L,30371,0,SupportSyrita,Ethan Saige Founder Executive Director The OR NOLA https,182,402,11,0,0,0.073351569,109,23.75229358,21.22018349,0.893395133,0.099555069,0.245186188,0.302448668,0.317657918,0.047658548,0.078054882,-0.000214799,0.001784392,0.000445037,0.089788,0.101205,-0.000222027
Maryland,Senate,General,11/8/2022,D,Chris Chaffee,L,593153,0,ChaffeeUSSenate,Deserves A Republican Voice Vote For Freedom Vote grandchildren future,174,348,13,0,0.125,0.013890227,1122,19.39215686,17.81818182,0.918834452,0.048674152,0.270719888,0.269058568,0.31051799,0.076164449,0.098777403,-5.60E-05,7.40E-05,8.32E-06,0.007926,0.00938,-3.81E-05
Maryland,Senate,General,11/8/2022,D,Chris Van Hollen,W,922821,1,ChrisVanHollen,Senator Maryland,961,194267,3,0,0,0.037175468,870,42.51149425,37.16551724,0.874246316,0.139797667,0.248166118,0.445051892,0.250936526,0.04584569,0.069957406,5.36E-05,-9.83E-06,-3.38E-06,-0.00081,-0.000377,-9.42E-06
Maryland,Senate,Primary,7/19/2022,R,Chris Chaffee,W,45931,0,ChaffeeUSSenate,Deserves A Republican Voice Vote For Freedom Vote grandchildren future,174,348,13,0,0.125,0.013890227,1079,20.89898054,19.11677479,0.914722838,0.041134776,0.278199928,0.287357563,0.312302481,0.080406797,0.10603511,-6.92E-05,8.40E-06,1.35E-05,0.002832,0.00353,-1.61E-05
Maryland,Senate,Primary,7/19/2022,D,Chris Van Hollen,W,152711,1,ChrisVanHollen,Senator Maryland,961,194267,3,0,0,0.037175468,772,42.49222798,37.04533679,0.871814413,0.143546255,0.255291192,0.447682253,0.25498163,0.045750599,0.072233783,2.45E-05,-1.64E-06,-3.31E-05,0.001461,0.002116,-1.13E-05
Maryland,Senate,Primary,7/19/2022,R,George Davis,L,18875,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,Senate,Primary,7/19/2022,R,James Tarantin,L,17877,0,JamesTarantin,Politicians Greatest Stop Genocide Make Your Voice Come Alive Spread Light Unity,68,1950,15,0.5,0.7,0.049429828,272,21.5625,18.81985294,0.872804774,0.130274296,0.210097552,0.320706978,0.29015403,0.058284344,0.062314824,1.79E-05,0.000611111,0.000190698,0.06731,0.076839,8.99E-05
Maryland,Senate,Primary,7/19/2022,R,John Thormann,L,29374,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,Senate,Primary,7/19/2022,R,Jon McGreevey,L,12864,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,Senate,Primary,7/19/2022,R,Joseph Perez,L,23321,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,Senate,Primary,7/19/2022,R,Lorie Friend,L,31461,0,LorieFriendGOP,Republican Candidate United States Senate 2022 Election https electafriend,24,24,11,0,0,0.020594822,20,11.85,11.05,0.932489451,0.051805556,0.132154146,0.176111111,0.294781516,0.04369617,0.038544416,-0.001969507,-0.008137009,-0.001385391,-0.190226,-0.194737,0.000109554
Maryland,Senate,Primary,7/19/2022,D,Michelle Smith,L,41321,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,Senate,Primary,7/19/2022,R,Nnabu Eze,L,8663,0,eze4senate,GOP Candidate Senate Husband Father What God exist ProLife NRA KAG,12322,12604,17,0,0,0.204370908,74,13.18918919,12.62162162,0.956967213,-0.001752004,0.133842926,0.125435639,0.246740171,0.057457153,0.060565993,0.00046956,-0.001125391,0.000249375,-0.055031,-0.065842,0.000278088
Maryland,Senate,Primary,7/19/2022,R,Reba Hawkins,L,15480,0,rebahawkins2020,I Reba Hawkins I Small Business Owner running,567,197,11,-0.25,0.4,0.139808088,1,13,13,1,0,0,0,0,0.029873626,0,0,0,0,0,0,0
Maryland,Senate,Primary,7/19/2022,R,Todd Puglisi,L,12052,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,Senate,General,11/8/2022,R,Eric Schmitt,W,785330,0,Eric_Schmitt,Father Attorney General Missouri Diehard STLCards fan,2691,95425,9,0.05,0.5,0.012151274,1393,24.71715721,22.30581479,0.902442567,0.073997544,0.262754938,0.31680721,0.280977179,0.061193556,0.093496908,1.06E-05,-3.21E-06,2.05E-06,-0.000879,-0.001441,1.10E-05
Missouri,Senate,General,11/8/2022,D,Trudy Busch Valentine,L,579166,0,buschvalentine,Nurse Advocate children Lifelong Missourian Candidate Senate Put politics aside put people first,280,18798,16,0.075,0.466666667,0.123227334,652,35.5904908,31.12883436,0.874639086,0.196291299,0.269245141,0.416198133,0.266257261,0.050869004,0.077790072,6.55E-05,6.31E-05,-7.55E-06,-0.011331,-0.013998,2.73E-05
Missouri,Senate,Primary,8/2/2022,R,Billy Long,L,32603,0,USRepLong,Missouri 7th District United States Congress Member House Energy Commerce Committee,4183,28511,17,0,0,0.000972951,658,30.1899696,27.08510638,0.897155802,0.047433788,0.252612743,0.352019367,0.268447559,0.053185647,0.072242895,-7.72E-05,7.89E-05,1.48E-05,-0.009163,-0.010459,2.44E-05
Missouri,Senate,Primary,8/2/2022,D,Carla Wright,L,14391,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,Senate,Primary,8/2/2022,R,Dave Schatz,L,7509,0,DaveSchatzMO,I proud blue collar product Reagan Revolution I running US Senate find solutions fix problems fix blame gop mosen,578,3100,29,0.4,0.55,0.063811658,78,29.1025641,25.69230769,0.882819383,0.19801548,0.285787847,0.406793901,0.31950781,0.047039116,0.087659717,0.002895265,0.005564237,0.000111876,0.222107,0.257692,-0.000547988
Missouri,Senate,Primary,8/2/2022,R,Eric Greitens,L,124155,0,EricGreitens,Dad Navy SEAL 56th Governor Missouri,869,143105,7,0,0,0.010940315,615,25.10406504,22.44878049,0.894228901,0.094947137,0.282572401,0.357960256,0.300247584,0.061512259,0.091878162,0.000158209,2.66E-05,-6.32E-06,0.011941,0.013949,-2.60E-05
Missouri,Senate,Primary,8/2/2022,R,Eric Schmitt,W,299282,0,Eric_Schmitt,Father Attorney General Missouri Diehard STLCards fan,2691,95425,9,0.05,0.5,0.012151274,1470,25.12993197,22.65238095,0.901410357,0.078197553,0.262418564,0.317672298,0.280078533,0.066605617,0.096390003,-4.84E-06,3.03E-05,6.15E-06,0.004671,0.00561,-1.94E-05
Missouri,Senate,Primary,8/2/2022,D,Gena Ross,L,8715,0,GenaRossforMO6,Twitter account Gena Ross US Senate Campaign MO Primary Winner US Congress MO District 6 2020 I dare different,2232,1048,25,0.2,0.55,0.0604893,773,20.6843467,18.30659767,0.885045969,0.104612265,0.261517737,0.276765225,0.321238884,0.063242613,0.095157693,4.63E-05,-1.83E-06,-2.21E-05,-0.005897,-0.007549,0.000028396
Missouri,Senate,Primary,8/2/2022,D,Jewel Kelly Jr.,L,6443,0,JewelCommittee,Democratic Party I military vet Business Owner Moderate Principle Over Party Is Legal Safe Fair,901,877,18,0.26,0.48,0.018154298,335,26.04477612,23.27462687,0.893638969,0.07931455,0.311688613,0.330276137,0.288302967,0.065927235,0.074681109,0.000155778,-0.0006602,-0.00014002,-0.060737,-0.070179,0.000188333
Missouri,Senate,Primary,8/2/2022,D,Lewis Rolen,L,5228,0,rolenlewis1,I Lewis Rolen former Social Studies Teacher Athletics Coach running Senate Missouri Democratic ticket,53,72,23,0.016666667,0.033333333,0.00506624,22,14.45454545,13.18181818,0.911949686,-0.012987013,0.224493207,0.2120671,0.294171875,0.046580562,0.073145272,-0.002105348,0.000800597,0.000514011,-0.154715,-0.155844,-0.000927555
Missouri,Senate,Primary,8/2/2022,D,Lucas Kunce,L,140953,0,LucasKunceMO,Marine veteran former arms control negotiator antitrust advocate Missouri populist,2138,68159,10,0,0,0.013129345,1209,33.50206782,29.9089404,0.892749085,0.039391285,0.222215338,0.340208542,0.261909056,0.113752382,0.16746977,-2.87E-05,1.52E-05,1.21E-05,0.001392,0.001826,-9.66E-06
Missouri,Senate,Primary,8/2/2022,R,Mark McCloskey,L,19540,0,mccloskeyusa,Outsider running Senate Father Husband proud Missourian The outsider running field politicians,54,30112,17,0.8,1,0.036276828,645,23.04186047,20.86821705,0.905665455,0.096888845,0.257816933,0.324575671,0.299252666,0.075893283,0.104864866,-0.000125531,-4.55E-05,4.55E-05,-0.006326,-0.006476,-2.23E-05
Missouri,Senate,Primary,8/2/2022,D,Pat Kelly,L,4988,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,Senate,Primary,8/2/2022,D,Ronald William Harris,L,4063,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,Senate,Primary,8/2/2022,D,Spencer Toder,L,17412,0,SpencerToder,foundation Senate Candidate attempting win seat Now continuing work help thousands candidates win,6194,12728,22,0.8,0.4,0.126776741,1636,33.6301956,29.4492665,0.875679311,0.153549112,0.290684924,0.408543052,0.294277613,0.055631293,0.082944064,1.89E-06,6.34E-05,1.26E-05,0.002547,0.003117,-1.23E-05
Missouri,Senate,Primary,8/2/2022,D,Trudy Busch Valentine,W,158583,0,buschvalentine,Nurse Advocate children Lifelong Missourian Candidate Senate Put politics aside put people first,280,18798,16,0.075,0.466666667,0.123227334,170,32.28235294,28.47647059,0.882106414,0.214489333,0.280737062,0.429928748,0.269138364,0.043611228,0.084172087,-0.000335437,0.000341584,8.35E-05,0.054859,0.072747,-0.000278667
Missouri,Senate,Primary,8/2/2022,R,Vicky Hartzler,L,144903,0,RepHartzler,Proudly representing Missouri Fourth District Congress Senior member HASCRepublicans HouseAgGOP Commissioner CECCgov,980,33615,16,0.4,0.5,0.004938838,586,28.55119454,25.78156997,0.902994442,0.061591835,0.289587462,0.370191496,0.287513902,0.056318494,0.076893937,-0.00017435,6.88E-05,-1.05E-05,-0.000345,-0.001462,3.19E-05
Nevada,Senate,General,11/8/2022,R,Adam Laxalt,L,476676,0,AdamLaxalt,None,1450,89610,0,0,0,0,1386,34.24963925,30.63780664,0.894543923,0.131063101,0.275097471,0.386894875,0.259189204,0.043395047,0.054305238,-1.01E-05,-1.52E-05,2.06E-06,-0.005451,-0.007053,2.55E-05
Nevada,Senate,General,11/8/2022,D,Catherine Cortez Masto,W,481659,1,SenCortezMasto,Senator great state Nevada,927,73090,7,0.8,0.75,0.035002813,1146,38.36910995,33.39179756,0.870278138,0.215547468,0.273206968,0.489150851,0.275455821,0.032013982,0.051548727,-6.82E-06,2.77E-06,3.49E-07,0.000364,-0.000029,1.13E-05
Nevada,Senate,Primary,6/14/2022,R,Adam Laxalt,W,97830,0,AdamLaxalt,None,1450,89610,0,0,0,0,1045,31.76937799,28.56267943,0.899063225,0.134602902,0.281671497,0.383989394,0.267967148,0.045712503,0.056826728,-3.18E-05,7.97E-06,1.44E-05,-0.001311,-0.00079,-1.73E-05
Nevada,Senate,Primary,6/14/2022,D,Allen Rheinhart,L,2394,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,Senate,Primary,6/14/2022,D,Catherine Cortez Masto,W,105071,1,SenCortezMasto,Senator great state Nevada,927,73090,7,0.8,0.75,0.035002813,1146,37.15881326,32.52356021,0.875258313,0.203533719,0.270937757,0.471875454,0.283975675,0.0314815,0.047694282,-2.53E-05,-6.47E-05,-9.25E-07,-0.002963,-0.004109,2.49E-05
Nevada,Senate,Primary,6/14/2022,D,Corey Reid,L,3419,0,NO_HANDLE,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
